,顧客ID,登録日,顧客名,メールアドレス,都道府県,市区町村,顧客区分,獲得チャネル,会員ランク,有効会員フラグ,年収帯,注文ID,顧客ID(注文),注文日,注文ステータス,販売チャネル,支払方法,配送先都道府県,クーポンコード,小計金額,割引金額,送料,合計金額
589,C00261,2024-01-18,山本 蓮,customer00261@example.jp,福岡県,久留米市,個人,SNS,ブロンズ,有,500～800万円,O000551,C00261,2025-02-22,配達完了,ウェブ,コンビニ払い,福岡県,,505.33,0.0,0.0,505.33
590,C00261,2024-01-18,山本 蓮,customer00261@example.jp,福岡県,久留米市,個人,SNS,ブロンズ,有,500～800万円,O000553,C00261,2024-03-31,配達完了,モール,スマホ決済,福岡県,,123.25,0.0,5.9,129.15
591,C00262,2023-06-03,中村 大和,customer00262@example.jp,千葉県,柏市,中小企業,自然検索,シルバー,無,500～800万円,,,,,,,,,,,,
592,C00263,2022-11-29,田中 芽依,customer00263@example.jp,千葉県,船橋市,個人,紹介,プラチナ,有,300～500万円,O000584,C00263,2024-04-14,配達完了,モバイルアプリ,コンビニ払い,千葉県,,95.85,0.0,5.9,101.75
593,C00264,2025-04-14,渡辺 陽翔,customer00264@example.jp,愛知県,岡崎市,個人,広告検索,プラチナ,有,300～500万円,O000042,C00264,2025-01-15,配達完了,ウェブ,クレジットカード,愛知県,,1335.14,0.0,0.0,1335.14
594,C00264,2025-04-14,渡辺 陽翔,customer00264@example.jp,愛知県,岡崎市,個人,広告検索,プラチナ,有,300～500万円,O000177,C00264,2025-02-08,配達完了,ウェブ,銀行振込,愛知県,,595.39,0.0,0.0,595.39
595,C00264,2025-04-14,渡辺 陽翔,customer00264@example.jp,愛知県,岡崎市,個人,広告検索,プラチナ,有,300～500万円,O000242,C00264,2024-02-04,配達完了,営業担当,スマホ決済,愛知県,FREESHIP,871.01,0.0,0.0,871.01
596,C00265,2025-09-16,山本 さくら,customer00265@example.jp,北海道,札幌市,中小企業,自然検索,プラチナ,無,500～800万円,,,,,,,,,,,,
597,C00266,2025-11-17,田中 葵,customer00266@example.jp,北海道,旭川市,個人,自然検索,シルバー,有,300～500万円,O000293,C00266,2024-11-07,配達完了,ウェブ,クレジットカード,北海道,,1357.51,0.0,0.0,1357.51
598,C00266,2025-11-17,田中 葵,customer00266@example.jp,北海道,旭川市,個人,自然検索,シルバー,有,300～500万円,O000691,C00266,2025-09-16,処理中,モバイルアプリ,銀行振込,北海道,,1039.62,0.0,0.0,1039.62
599,C00267,2025-08-27,中村 凛,customer00267@example.jp,東京都,渋谷区,個人,自然検索,シルバー,有,300～500万円,O000314,C00267,2025-01-01,返品済み,モバイルアプリ,クレジットカード,東京都,WELCOME10,35.37,3.54,5.9,37.73
600,C00267,2025-08-27,中村 凛,customer00267@example.jp,東京都,渋谷区,個人,自然検索,シルバー,有,300～500万円,O000355,C00267,2024-02-15,配達完了,ウェブ,請求書払い,東京都,SPRING15,653.32,98.0,0.0,555.32
601,C00267,2025-08-27,中村 凛,customer00267@example.jp,東京都,渋谷区,個人,自然検索,シルバー,有,300～500万円,O000536,C00267,2024-07-09,発送済み,営業担当,コンビニ払い,東京都,FREESHIP,1087.28,0.0,0.0,1087.28
602,C00268,2025-03-24,鈴木 樹,customer00268@example.jp,大阪府,大阪市,中小企業,自然検索,シルバー,有,"800～1,200万円",O000203,C00268,2024-09-02,配達完了,モール,スマホ決済,大阪府,VIP20,31.74,6.35,5.9,31.29
603,C00268,2025-03-24,鈴木 樹,customer00268@example.jp,大阪府,大阪市,中小企業,自然検索,シルバー,有,"800～1,200万円",O000317,C00268,2024-10-31,配達完了,モバイルアプリ,スマホ決済,大阪府,SPRING15,1213.81,182.07,0.0,1031.74
604,C00268,2025-03-24,鈴木 樹,customer00268@example.jp,大阪府,大阪市,中小企業,自然検索,シルバー,有,"800～1,200万円",O000483,C00268,2024-02-16,配達完了,ウェブ,銀行振込,大阪府,,241.02,0.0,0.0,241.02
605,C00269,2022-02-24,鈴木 湊,customer00269@example.jp,大阪府,吹田市,大企業,SNS,ブロンズ,有,"800～1,200万円",O000113,C00269,2024-09-04,処理中,ウェブ,クレジットカード,大阪府,,676.11,0.0,0.0,676.11
606,C00269,2022-02-24,鈴木 湊,customer00269@example.jp,大阪府,吹田市,大企業,SNS,ブロンズ,有,"800～1,200万円",O000243,C00269,2024-02-11,配達完了,ウェブ,クレジットカード,大阪府,,209.59,0.0,0.0,209.59
607,C00270,2022-05-01,中村 結菜,customer00270@example.jp,福岡県,北九州市,個人,広告検索,プラチナ,無,300～500万円,O000051,C00270,2025-06-17,配達完了,モバイルアプリ,クレジットカード,福岡県,,1406.43,0.0,0.0,1406.43
608,C00271,2025-06-14,伊藤 陽翔,customer00271@example.jp,神奈川県,藤沢市,個人,自然検索,プラチナ,有,300～500万円,,,,,,,,,,,,
609,C00272,2024-05-26,佐藤 凛,customer00272@example.jp,東京都,新宿区,個人,提携先,ブロンズ,有,300～500万円,O000032,C00272,2025-07-28,キャンセル,モール,スマホ決済,東京都,,60.05,0.0,5.9,65.95
610,C00272,2024-05-26,佐藤 凛,customer00272@example.jp,東京都,新宿区,個人,提携先,ブロンズ,有,300～500万円,O000327,C00272,2025-02-10,発送済み,ウェブ,クレジットカード,東京都,WELCOME10,424.66,42.47,0.0,382.19
611,C00272,2024-05-26,佐藤 凛,customer00272@example.jp,東京都,新宿区,個人,提携先,ブロンズ,有,300～500万円,O000338,C00272,2024-02-18,配達完了,ウェブ,クレジットカード,東京都,WELCOME10,775.46,77.55,0.0,697.91
612,C00272,2024-05-26,佐藤 凛,customer00272@example.jp,東京都,新宿区,個人,提携先,ブロンズ,有,300～500万円,O000574,C00272,2025-05-23,配達完了,営業担当,スマホ決済,東京都,VIP20,390.5,78.1,0.0,312.4
613,C00272,2024-05-26,佐藤 凛,customer00272@example.jp,東京都,新宿区,個人,提携先,ブロンズ,有,300～500万円,O000660,C00272,2025-07-26,処理中,ウェブ,クレジットカード,東京都,,448.17,0.0,0.0,448.17
614,C00273,2023-09-23,鈴木 凛,customer00273@example.jp,福岡県,北九州市,個人,紹介,シルバー,有,"800～1,200万円",O000107,C00273,2025-11-11,キャンセル,ウェブ,クレジットカード,福岡県,,222.66,0.0,0.0,222.66
615,C00273,2023-09-23,鈴木 凛,customer00273@example.jp,福岡県,北九州市,個人,紹介,シルバー,有,"800～1,200万円",O000249,C00273,2025-01-20,配達完了,ウェブ,スマホ決済,福岡県,,1222.69,0.0,0.0,1222.69
616,C00273,2023-09-23,鈴木 凛,customer00273@example.jp,福岡県,北九州市,個人,紹介,シルバー,有,"800～1,200万円",O000330,C00273,2024-06-01,配達完了,ウェブ,クレジットカード,福岡県,,717.88,0.0,0.0,717.88
617,C00273,2023-09-23,鈴木 凛,customer00273@example.jp,福岡県,北九州市,個人,紹介,シルバー,有,"800～1,200万円",O000522,C00273,2025-04-17,配達完了,ウェブ,コンビニ払い,福岡県,WELCOME10,1251.43,125.14,0.0,1126.29
618,C00273,2023-09-23,鈴木 凛,customer00273@example.jp,福岡県,北九州市,個人,紹介,シルバー,有,"800～1,200万円",O000706,C00273,2024-05-16,処理中,ウェブ,クレジットカード,福岡県,,496.91,0.0,0.0,496.91
619,C00273,2023-09-23,鈴木 凛,customer00273@example.jp,福岡県,北九州市,個人,紹介,シルバー,有,"800～1,200万円",O000719,C00273,2024-07-07,配達完了,営業担当,クレジットカード,福岡県,,1139.44,0.0,0.0,1139.44
620,C00274,2022-03-21,田中 凛,customer00274@example.jp,愛知県,豊田市,個人,広告検索,ブロンズ,有,300～500万円,,,,,,,,,,,,
621,C00275,2022-10-29,山本 陽翔,customer00275@example.jp,北海道,札幌市,個人,自然検索,ゴールド,有,500～800万円,,,,,,,,,,,,
622,C00276,2022-08-26,佐藤 蓮,customer00276@example.jp,東京都,新宿区,中小企業,広告検索,ブロンズ,無,300～500万円,O000593,C00276,2024-01-24,配達完了,モバイルアプリ,請求書払い,東京都,,984.21,0.0,0.0,984.21
623,C00277,2024-08-04,山本 悠真,customer00277@example.jp,福岡県,北九州市,個人,SNS,ブロンズ,有,"800～1,200万円",O000031,C00277,2024-11-02,配達完了,ウェブ,クレジットカード,福岡県,,637.82,0.0,0.0,637.82
624,C00277,2024-08-04,山本 悠真,customer00277@example.jp,福岡県,北九州市,個人,SNS,ブロンズ,有,"800～1,200万円",O000437,C00277,2024-05-21,キャンセル,モバイルアプリ,クレジットカード,福岡県,,1445.08,0.0,0.0,1445.08
625,C00277,2024-08-04,山本 悠真,customer00277@example.jp,福岡県,北九州市,個人,SNS,ブロンズ,有,"800～1,200万円",O000547,C00277,2024-11-30,配達完了,モバイルアプリ,スマホ決済,福岡県,,819.25,0.0,0.0,819.25
626,C00278,2025-12-22,伊藤 凛,customer00278@example.jp,東京都,渋谷区,個人,紹介,ブロンズ,無,"1,200万円以上",O000125,C00278,2024-08-12,配達完了,モバイルアプリ,請求書払い,東京都,,340.42,0.0,0.0,340.42
627,C00279,2025-04-25,山本 悠真,customer00279@example.jp,神奈川県,川崎市,個人,自然検索,ブロンズ,有,"800～1,200万円",O000161,C00279,2025-01-12,配達完了,ウェブ,銀行振込,神奈川県,FREESHIP,709.88,0.0,0.0,709.88
628,C00280,2024-10-08,中村 凛,customer00280@example.jp,東京都,世田谷区,中小企業,提携先,ブロンズ,有,"1,200万円以上",O000127,C00280,2025-06-01,配達完了,ウェブ,スマホ決済,東京都,,247.79,0.0,0.0,247.79
629,C00280,2024-10-08,中村 凛,customer00280@example.jp,東京都,世田谷区,中小企業,提携先,ブロンズ,有,"1,200万円以上",O000154,C00280,2024-03-26,返品済み,ウェブ,コンビニ払い,東京都,SPRING15,1439.55,215.93,0.0,1223.62
630,C00280,2024-10-08,中村 凛,customer00280@example.jp,東京都,世田谷区,中小企業,提携先,ブロンズ,有,"1,200万円以上",O000303,C00280,2024-07-24,配達完了,ウェブ,クレジットカード,東京都,VIP20,107.08,21.42,5.9,91.56
631,C00281,2022-07-02,高橋 芽依,customer00281@example.jp,千葉県,柏市,中小企業,自然検索,シルバー,有,"800～1,200万円",O000277,C00281,2024-10-23,配達完了,ウェブ,クレジットカード,千葉県,FREESHIP,842.34,0.0,0.0,842.34
632,C00281,2022-07-02,高橋 芽依,customer00281@example.jp,千葉県,柏市,中小企業,自然検索,シルバー,有,"800～1,200万円",O000288,C00281,2024-08-02,発送済み,ウェブ,銀行振込,千葉県,B2B5,968.83,48.44,0.0,920.39
633,C00281,2022-07-02,高橋 芽依,customer00281@example.jp,千葉県,柏市,中小企業,自然検索,シルバー,有,"800～1,200万円",O000408,C00281,2024-09-27,キャンセル,モバイルアプリ,スマホ決済,千葉県,,334.42,0.0,0.0,334.42
634,C00282,2024-01-06,鈴木 大和,customer00282@example.jp,千葉県,船橋市,大企業,紹介,ブロンズ,無,300～500万円,O000479,C00282,2024-10-02,配達完了,ウェブ,銀行振込,千葉県,B2B5,1349.81,67.49,0.0,1282.32
635,C00283,2024-10-11,山本 陽葵,customer00283@example.jp,北海道,札幌市,個人,SNS,ブロンズ,有,500～800万円,O000118,C00283,2024-11-14,発送済み,モバイルアプリ,銀行振込,北海道,B2B5,126.75,6.34,5.9,126.31
636,C00283,2024-10-11,山本 陽葵,customer00283@example.jp,北海道,札幌市,個人,SNS,ブロンズ,有,500～800万円,O000322,C00283,2025-06-08,配達完了,モバイルアプリ,クレジットカード,北海道,,252.67,0.0,0.0,252.67
637,C00283,2024-10-11,山本 陽葵,customer00283@example.jp,北海道,札幌市,個人,SNS,ブロンズ,有,500～800万円,O000463,C00283,2025-02-17,配達完了,モバイルアプリ,クレジットカード,北海道,,662.54,0.0,0.0,662.54
638,C00283,2024-10-11,山本 陽葵,customer00283@example.jp,北海道,札幌市,個人,SNS,ブロンズ,有,500～800万円,O000546,C00283,2024-06-10,キャンセル,モバイルアプリ,請求書払い,北海道,,690.56,0.0,0.0,690.56
639,C00284,2023-04-23,渡辺 葵,customer00284@example.jp,神奈川県,川崎市,大企業,自然検索,ブロンズ,有,300万円未満,O000449,C00284,2024-10-13,配達完了,モバイルアプリ,クレジットカード,神奈川県,,888.71,0.0,0.0,888.71
640,C00284,2023-04-23,渡辺 葵,customer00284@example.jp,神奈川県,川崎市,大企業,自然検索,ブロンズ,有,300万円未満,O000454,C00284,2025-04-07,配達完了,ウェブ,クレジットカード,神奈川県,,233.56,0.0,0.0,233.56
641,C00285,2025-07-15,田中 さくら,customer00285@example.jp,東京都,世田谷区,大企業,紹介,プラチナ,有,300～500万円,O000085,C00285,2025-06-27,配達完了,ウェブ,スマホ決済,東京都,,930.22,0.0,0.0,930.22
642,C00285,2025-07-15,田中 さくら,customer00285@example.jp,東京都,世田谷区,大企業,紹介,プラチナ,有,300～500万円,O000095,C00285,2024-09-16,配達完了,ウェブ,スマホ決済,東京都,,326.66,0.0,0.0,326.66
643,C00285,2025-07-15,田中 さくら,customer00285@example.jp,東京都,世田谷区,大企業,紹介,プラチナ,有,300～500万円,O000128,C00285,2025-08-19,配達完了,モバイルアプリ,スマホ決済,東京都,WELCOME10,722.05,72.2,0.0,649.85
644,C00285,2025-07-15,田中 さくら,customer00285@example.jp,東京都,世田谷区,大企業,紹介,プラチナ,有,300～500万円,O000319,C00285,2025-06-23,配達完了,モバイルアプリ,コンビニ払い,東京都,WELCOME10,899.82,89.98,0.0,809.84
645,C00285,2025-07-15,田中 さくら,customer00285@example.jp,東京都,世田谷区,大企業,紹介,プラチナ,有,300～500万円,O000664,C00285,2024-09-10,配達完了,ウェブ,スマホ決済,東京都,,852.16,0.0,0.0,852.16
646,C00286,2023-04-02,佐藤 結菜,customer00286@example.jp,神奈川県,川崎市,個人,紹介,ブロンズ,有,500～800万円,O000021,C00286,2024-09-16,発送済み,モバイルアプリ,スマホ決済,神奈川県,,597.41,0.0,0.0,597.41
647,C00286,2023-04-02,佐藤 結菜,customer00286@example.jp,神奈川県,川崎市,個人,紹介,ブロンズ,有,500～800万円,O000488,C00286,2025-08-19,配達完了,ウェブ,銀行振込,神奈川県,WELCOME10,38.3,3.83,5.9,40.37
648,C00287,2025-07-01,渡辺 凛,customer00287@example.jp,北海道,札幌市,個人,自然検索,ゴールド,無,300万円未満,O000057,C00287,2025-08-22,配達完了,ウェブ,クレジットカード,北海道,FREESHIP,85.02,0.0,0.0,85.02
649,C00287,2025-07-01,渡辺 凛,customer00287@example.jp,北海道,札幌市,個人,自然検索,ゴールド,無,300万円未満,O000513,C00287,2025-12-22,キャンセル,モバイルアプリ,銀行振込,北海道,,856.02,0.0,0.0,856.02
650,C00288,2022-03-23,田中 陽翔,customer00288@example.jp,福岡県,福岡市,中小企業,SNS,シルバー,有,"800～1,200万円",O000301,C00288,2024-01-30,配達完了,ウェブ,スマホ決済,福岡県,,864.01,0.0,0.0,864.01
651,C00288,2022-03-23,田中 陽翔,customer00288@example.jp,福岡県,福岡市,中小企業,SNS,シルバー,有,"800～1,200万円",O000651,C00288,2025-07-16,配達完了,ウェブ,クレジットカード,福岡県,,258.55,0.0,0.0,258.55
652,C00289,2023-12-17,伊藤 陽翔,customer00289@example.jp,北海道,函館市,個人,店頭,シルバー,有,"1,200万円以上",O000653,C00289,2025-06-23,配達完了,ウェブ,スマホ決済,北海道,SPRING15,1417.07,212.56,0.0,1204.51
653,C00290,2022-12-04,田中 蓮,customer00290@example.jp,東京都,新宿区,個人,紹介,ブロンズ,有,500～800万円,,,,,,,,,,,,
654,C00291,2022-06-13,佐藤 湊,customer00291@example.jp,東京都,世田谷区,個人,SNS,シルバー,有,300万円未満,O000375,C00291,2025-08-04,配達完了,モバイルアプリ,クレジットカード,東京都,FREESHIP,593.15,0.0,0.0,593.15
655,C00291,2022-06-13,佐藤 湊,customer00291@example.jp,東京都,世田谷区,個人,SNS,シルバー,有,300万円未満,O000478,C00291,2024-10-18,配達完了,ウェブ,銀行振込,東京都,,502.76,0.0,0.0,502.76
656,C00291,2022-06-13,佐藤 湊,customer00291@example.jp,東京都,世田谷区,個人,SNS,シルバー,有,300万円未満,O000715,C00291,2024-07-06,配達完了,ウェブ,銀行振込,東京都,,630.01,0.0,0.0,630.01
657,C00292,2022-05-16,田中 湊,customer00292@example.jp,東京都,千代田区,大企業,紹介,シルバー,有,500～800万円,,,,,,,,,,,,
658,C00293,2022-05-07,伊藤 芽依,customer00293@example.jp,千葉県,船橋市,大企業,提携先,ブロンズ,有,300～500万円,O000082,C00293,2025-03-01,処理中,ウェブ,クレジットカード,千葉県,,1315.99,0.0,0.0,1315.99
659,C00293,2022-05-07,伊藤 芽依,customer00293@example.jp,千葉県,船橋市,大企業,提携先,ブロンズ,有,300～500万円,O000097,C00293,2024-04-14,配達完了,ウェブ,コンビニ払い,千葉県,,494.75,0.0,0.0,494.75
660,C00293,2022-05-07,伊藤 芽依,customer00293@example.jp,千葉県,船橋市,大企業,提携先,ブロンズ,有,300～500万円,O000217,C00293,2024-12-13,配達完了,ウェブ,クレジットカード,千葉県,,78.81,0.0,5.9,84.71
661,C00293,2022-05-07,伊藤 芽依,customer00293@example.jp,千葉県,船橋市,大企業,提携先,ブロンズ,有,300～500万円,O000223,C00293,2025-09-14,配達完了,ウェブ,クレジットカード,千葉県,,306.87,0.0,0.0,306.87
662,C00293,2022-05-07,伊藤 芽依,customer00293@example.jp,千葉県,船橋市,大企業,提携先,ブロンズ,有,300～500万円,O000429,C00293,2025-01-21,処理中,モバイルアプリ,スマホ決済,千葉県,,458.27,0.0,0.0,458.27
663,C00294,2025-09-27,中村 陽翔,customer00294@example.jp,神奈川県,横浜市,中小企業,店頭,シルバー,有,300万円未満,O000007,C00294,2025-11-25,配達完了,モバイルアプリ,スマホ決済,神奈川県,,609.65,0.0,0.0,609.65
664,C00294,2025-09-27,中村 陽翔,customer00294@example.jp,神奈川県,横浜市,中小企業,店頭,シルバー,有,300万円未満,O000078,C00294,2025-09-29,処理中,モバイルアプリ,請求書払い,神奈川県,,1238.99,0.0,0.0,1238.99
665,C00294,2025-09-27,中村 陽翔,customer00294@example.jp,神奈川県,横浜市,中小企業,店頭,シルバー,有,300万円未満,O000476,C00294,2025-05-20,配達完了,ウェブ,スマホ決済,神奈川県,B2B5,601.36,30.07,0.0,571.29
666,C00295,2024-07-28,山本 芽依,customer00295@example.jp,千葉県,柏市,個人,提携先,ブロンズ,有,500～800万円,O000131,C00295,2024-11-06,配達完了,ウェブ,クレジットカード,千葉県,,1386.91,0.0,0.0,1386.91
667,C00295,2024-07-28,山本 芽依,customer00295@example.jp,千葉県,柏市,個人,提携先,ブロンズ,有,500～800万円,O000261,C00295,2025-01-05,配達完了,モール,クレジットカード,千葉県,,755.83,0.0,0.0,755.83
668,C00295,2024-07-28,山本 芽依,customer00295@example.jp,千葉県,柏市,個人,提携先,ブロンズ,有,500～800万円,O000597,C00295,2024-08-31,配達完了,ウェブ,クレジットカード,千葉県,,726.1,0.0,0.0,726.1
669,C00296,2025-11-17,山本 結菜,customer00296@example.jp,福岡県,久留米市,個人,SNS,ブロンズ,無,300万円未満,,,,,,,,,,,,
670,C00297,2024-10-01,中村 蓮,customer00297@example.jp,北海道,旭川市,大企業,自然検索,ブロンズ,有,300～500万円,O000150,C00297,2024-07-05,配達完了,ウェブ,請求書払い,北海道,FREESHIP,490.23,0.0,0.0,490.23
671,C00297,2024-10-01,中村 蓮,customer00297@example.jp,北海道,旭川市,大企業,自然検索,ブロンズ,有,300～500万円,O000582,C00297,2024-10-30,発送済み,モバイルアプリ,クレジットカード,北海道,,369.11,0.0,0.0,369.11
672,C00298,2023-03-26,佐藤 湊,customer00298@example.jp,神奈川県,相模原市,個人,SNS,シルバー,無,300万円未満,,,,,,,,,,,,
673,C00299,2024-01-01,田中 蓮,customer00299@example.jp,大阪府,堺市,個人,自然検索,シルバー,有,500～800万円,O000013,C00299,2024-04-05,配達完了,ウェブ,クレジットカード,大阪府,,718.74,0.0,0.0,718.74
674,C00299,2024-01-01,田中 蓮,customer00299@example.jp,大阪府,堺市,個人,自然検索,シルバー,有,500～800万円,O000143,C00299,2025-07-29,配達完了,モバイルアプリ,銀行振込,大阪府,,50.22,0.0,5.9,56.12
675,C00299,2024-01-01,田中 蓮,customer00299@example.jp,大阪府,堺市,個人,自然検索,シルバー,有,500～800万円,O000711,C00299,2025-12-27,配達完了,ウェブ,銀行振込,大阪府,FREESHIP,745.99,0.0,0.0,745.99
676,C00300,2022-07-31,高橋 大和,customer00300@example.jp,東京都,世田谷区,個人,店頭,ブロンズ,有,500～800万円,O000312,C00300,2025-07-07,返品済み,モバイルアプリ,スマホ決済,東京都,,39.34,0.0,5.9,45.24
677,C00300,2022-07-31,高橋 大和,customer00300@example.jp,東京都,世田谷区,個人,店頭,ブロンズ,有,500～800万円,O000365,C00300,2024-09-23,配達完了,モバイルアプリ,クレジットカード,東京都,,185.05,0.0,0.0,185.05
678,C00300,2022-07-31,高橋 大和,customer00300@example.jp,東京都,世田谷区,個人,店頭,ブロンズ,有,500～800万円,O000435,C00300,2024-09-04,配達完了,モバイルアプリ,スマホ決済,東京都,,996.51,0.0,0.0,996.51
679,C00300,2022-07-31,高橋 大和,customer00300@example.jp,東京都,世田谷区,個人,店頭,ブロンズ,有,500～800万円,O000617,C00300,2025-04-25,配達完了,ウェブ,コンビニ払い,東京都,FREESHIP,481.51,0.0,0.0,481.51
680,C00300,2022-07-31,高橋 大和,customer00300@example.jp,東京都,世田谷区,個人,店頭,ブロンズ,有,500～800万円,O000680,C00300,2025-12-20,処理中,ウェブ,銀行振込,東京都,,588.08,0.0,0.0,588.08
681,C00301,2023-09-15,渡辺 陽葵,customer00301@example.jp,東京都,千代田区,個人,提携先,ゴールド,無,300～500万円,,,,,,,,,,,,
682,C00302,2022-10-04,中村 大和,customer00302@example.jp,大阪府,堺市,大企業,自然検索,ブロンズ,無,"800～1,200万円",,,,,,,,,,,,
683,C00303,2025-06-11,佐藤 葵,customer00303@example.jp,千葉県,柏市,個人,紹介,ブロンズ,有,300万円未満,O000004,C00303,2025-05-09,配達完了,ウェブ,銀行振込,千葉県,WELCOME10,82.62,8.26,5.9,80.26
684,C00303,2025-06-11,佐藤 葵,customer00303@example.jp,千葉県,柏市,個人,紹介,ブロンズ,有,300万円未満,O000086,C00303,2024-12-01,処理中,ウェブ,銀行振込,千葉県,SPRING15,1090.64,163.6,0.0,927.04
685,C00303,2025-06-11,佐藤 葵,customer00303@example.jp,千葉県,柏市,個人,紹介,ブロンズ,有,300万円未満,O000188,C00303,2025-01-12,配達完了,ウェブ,コンビニ払い,千葉県,WELCOME10,563.51,56.35,0.0,507.16
686,C00303,2025-06-11,佐藤 葵,customer00303@example.jp,千葉県,柏市,個人,紹介,ブロンズ,有,300万円未満,O000466,C00303,2024-04-18,配達完了,ウェブ,銀行振込,千葉県,,427.21,0.0,0.0,427.21
687,C00303,2025-06-11,佐藤 葵,customer00303@example.jp,千葉県,柏市,個人,紹介,ブロンズ,有,300万円未満,O000532,C00303,2024-02-05,配達完了,ウェブ,クレジットカード,千葉県,,317.56,0.0,0.0,317.56
688,C00304,2024-02-08,佐藤 芽依,customer00304@example.jp,福岡県,福岡市,個人,広告検索,シルバー,無,300万円未満,O000387,C00304,2024-11-14,発送済み,モバイルアプリ,スマホ決済,福岡県,WELCOME10,544.52,54.45,0.0,490.07
689,C00304,2024-02-08,佐藤 芽依,customer00304@example.jp,福岡県,福岡市,個人,広告検索,シルバー,無,300万円未満,O000646,C00304,2024-11-09,配達完了,モバイルアプリ,スマホ決済,福岡県,,143.71,0.0,5.9,149.61
690,C00305,2023-12-09,山本 凛,customer00305@example.jp,東京都,新宿区,個人,自然検索,ゴールド,有,500～800万円,O000650,C00305,2025-06-20,配達完了,モバイルアプリ,スマホ決済,東京都,B2B5,1074.65,53.73,0.0,1020.92
691,C00306,2025-08-25,高橋 結菜,customer00306@example.jp,東京都,千代田区,個人,広告検索,ブロンズ,有,300～500万円,,,,,,,,,,,,
692,C00307,2022-04-01,伊藤 湊,customer00307@example.jp,大阪府,堺市,個人,SNS,ブロンズ,有,500～800万円,O000152,C00307,2025-06-01,発送済み,モバイルアプリ,スマホ決済,大阪府,,1382.25,0.0,0.0,1382.25
693,C00307,2022-04-01,伊藤 湊,customer00307@example.jp,大阪府,堺市,個人,SNS,ブロンズ,有,500～800万円,O000165,C00307,2025-11-30,発送済み,モール,クレジットカード,大阪府,VIP20,27.87,5.57,5.9,28.2
694,C00308,2022-02-04,山本 湊,customer00308@example.jp,東京都,渋谷区,大企業,自然検索,シルバー,有,300万円未満,O000311,C00308,2024-07-28,配達完了,モバイルアプリ,クレジットカード,東京都,,1344.64,0.0,0.0,1344.64
695,C00308,2022-02-04,山本 湊,customer00308@example.jp,東京都,渋谷区,大企業,自然検索,シルバー,有,300万円未満,O000438,C00308,2024-10-01,配達完了,ウェブ,スマホ決済,東京都,,1446.2,0.0,0.0,1446.2
696,C00309,2024-04-15,中村 樹,customer00309@example.jp,千葉県,柏市,個人,店頭,シルバー,有,500～800万円,O000067,C00309,2025-07-12,配達完了,ウェブ,スマホ決済,千葉県,,754.67,0.0,0.0,754.67
697,C00309,2024-04-15,中村 樹,customer00309@example.jp,千葉県,柏市,個人,店頭,シルバー,有,500～800万円,O000471,C00309,2025-07-11,配達完了,モール,クレジットカード,千葉県,,909.51,0.0,0.0,909.51
698,C00309,2024-04-15,中村 樹,customer00309@example.jp,千葉県,柏市,個人,店頭,シルバー,有,500～800万円,O000609,C00309,2024-11-11,キャンセル,モバイルアプリ,クレジットカード,千葉県,B2B5,944.19,47.21,0.0,896.98
699,C00310,2024-12-21,佐藤 さくら,customer00310@example.jp,東京都,千代田区,大企業,紹介,シルバー,有,300～500万円,O000015,C00310,2024-06-05,配達完了,モバイルアプリ,請求書払い,東京都,,339.79,0.0,0.0,339.79
700,C00310,2024-12-21,佐藤 さくら,customer00310@example.jp,東京都,千代田区,大企業,紹介,シルバー,有,300～500万円,O000157,C00310,2025-02-19,配達完了,ウェブ,クレジットカード,東京都,,289.11,0.0,0.0,289.11
701,C00310,2024-12-21,佐藤 さくら,customer00310@example.jp,東京都,千代田区,大企業,紹介,シルバー,有,300～500万円,O000360,C00310,2025-05-25,処理中,モール,銀行振込,東京都,,155.38,0.0,0.0,155.38
702,C00310,2024-12-21,佐藤 さくら,customer00310@example.jp,東京都,千代田区,大企業,紹介,シルバー,有,300～500万円,O000426,C00310,2025-02-28,配達完了,モバイルアプリ,銀行振込,東京都,WELCOME10,667.05,66.7,0.0,600.35
703,C00310,2024-12-21,佐藤 さくら,customer00310@example.jp,東京都,千代田区,大企業,紹介,シルバー,有,300～500万円,O000472,C00310,2025-07-02,配達完了,モール,クレジットカード,東京都,,236.13,0.0,0.0,236.13
704,C00310,2024-12-21,佐藤 さくら,customer00310@example.jp,東京都,千代田区,大企業,紹介,シルバー,有,300～500万円,O000490,C00310,2025-03-20,キャンセル,モバイルアプリ,銀行振込,東京都,,1241.14,0.0,0.0,1241.14
705,C00310,2024-12-21,佐藤 さくら,customer00310@example.jp,東京都,千代田区,大企業,紹介,シルバー,有,300～500万円,O000549,C00310,2025-09-02,配達完了,モバイルアプリ,スマホ決済,東京都,,1088.08,0.0,0.0,1088.08
706,C00310,2024-12-21,佐藤 さくら,customer00310@example.jp,東京都,千代田区,大企業,紹介,シルバー,有,300～500万円,O000679,C00310,2024-03-27,配達完了,モバイルアプリ,コンビニ払い,東京都,B2B5,502.12,25.11,0.0,477.01
707,C00311,2023-10-11,田中 凛,customer00311@example.jp,愛知県,岡崎市,大企業,広告検索,ブロンズ,有,300万円未満,O000048,C00311,2024-03-23,配達完了,営業担当,請求書払い,愛知県,B2B5,591.31,29.57,0.0,561.74
